canonical_case_id,object_name,package,domain,fault_family,fault_subtype,system_fault,truth_source,truth_crosscheck_disagreement,truth_crosscheck_eligible_v2,truth_crosscheck_onset_delta_s,truth_crosscheck_offset_delta_s,truth_crosscheck_overlap_s,truth_crosscheck_disagreement_v2,truth_crosscheck_schema_version,row_count,duration_s,fault_start_s,fault_end_s,missing_active_interval,active_from_first_sample,interval_violation,missing_v2_features,trajectory_fingerprint,split_group_id,split
rfly_66475002f04c31d2603b,HIL-NoFault/HIL-NoFault/circling/TestCase_117_2319000116/Log/log_116_2023-12-31-03-36-54.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,824,82.3,,,False,False,,,"0.1,-0.0,-0.1;2.8,1.0,-15.1;58.5,16.6,-15.1;27.5,1.6,-15.1;46.2,29.6,-12.1",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_33cc5a2f9eb15b24e8c1,HIL-NoFault/HIL-NoFault/circling/TestCase_118_2319000117/Log/log_117_2023-12-31-03-39-04.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,827,82.6,,,False,False,,,"0.1,0.1,-0.0;2.1,1.0,-15.1;58.7,15.9,-15.1;27.3,1.7,-15.0;44.2,29.0,-12.6",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_bf4d2d4456500d96ef2f,HIL-NoFault/HIL-NoFault/circling/TestCase_119_2319000118/Log/log_118_2023-12-31-03-41-12.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,820,81.9,,,False,False,,,"0.0,0.0,-0.0;4.1,1.0,-15.2;58.5,17.4,-15.1;27.4,1.5,-15.0;46.5,29.5,-12.6",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_131f306cd7266c89234f,HIL-NoFault/HIL-NoFault/circling/TestCase_120_2319000119/Log/log_119_2023-12-31-03-43-22.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,826,82.5,,,False,False,,,"0.0,-0.0,-0.0;1.7,1.0,-15.1;58.9,14.9,-15.0;26.3,2.7,-15.0;48.1,29.0,-12.5",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_61a296ff866180e48613,HIL-NoFault/HIL-NoFault/circling/TestCase_81_2319000080/Log/log_80_2023-12-31-02-20-08.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,807,80.6,,,False,False,,,"0.1,0.0,-0.0;1.5,1.1,-15.1;43.5,-1.6,-15.0;52.1,3.6,-15.0;54.4,12.5,-12.6",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_4bd189905bc3eca7e154,HIL-NoFault/HIL-NoFault/circling/TestCase_82_2319000081/Log/log_81_2023-12-31-02-22-16.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,804,80.3,,,False,False,,,"0.1,0.1,-0.1;2.8,1.1,-15.2;44.3,-1.4,-15.0;53.8,6.0,-15.1;53.3,16.8,-12.4",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_8740b19069a7fa67ade9,HIL-NoFault/HIL-NoFault/circling/TestCase_83_2319000082/Log/log_82_2023-12-31-02-24-22.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,807,80.6,,,False,False,,,"0.0,0.1,-0.0;1.4,1.1,-15.1;44.9,-1.4,-15.0;54.9,8.5,-15.0;52.1,20.7,-12.4",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_0a4aca20d158e19069ff,HIL-NoFault/HIL-NoFault/circling/TestCase_84_2319000083/Log/log_83_2023-12-31-02-26-30.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,801,80.0,,,False,False,,,"0.1,-0.0,0.0;2.4,1.0,-15.1;46.0,-1.1,-15.0;55.6,11.3,-15.0;50.5,24.8,-12.5",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_fe7191814ca1e9f0fcbf,HIL-NoFault/HIL-NoFault/circling/TestCase_85_2319000084/Log/log_84_2023-12-31-02-28-38.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,807,80.6,,,False,False,,,"0.1,-0.0,0.0;1.4,0.8,-15.1;46.8,-0.8,-14.9;55.7,14.1,-15.0;48.5,29.1,-12.4",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_b441cb2fffb390132854,HIL-NoFault/HIL-NoFault/circling/TestCase_86_2319000085/Log/log_85_2023-12-31-02-30-46.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,819,81.8,,,False,False,,,"0.0,0.1,-0.0;3.5,1.1,-15.1;48.7,0.1,-15.0;54.9,18.2,-15.0;42.1,31.8,-12.4",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_26c2339843b557d2c8d8,HIL-NoFault/HIL-NoFault/circling/TestCase_87_2319000086/Log/log_86_2023-12-31-02-32-54.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,800,79.9,,,False,False,,,"0.0,-0.0,-0.1;2.6,0.9,-15.2;48.9,0.2,-15.0;54.3,19.7,-15.1;38.1,31.2,-12.3",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_f874f239b8716f82275f,HIL-NoFault/HIL-NoFault/circling/TestCase_88_2319000087/Log/log_87_2023-12-31-02-35-02.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,819,81.8,,,False,False,,,"0.0,-0.0,-0.0;1.9,1.0,-15.2;49.6,0.5,-15.0;52.6,22.6,-15.0;31.8,29.7,-12.0",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_81be493ae780b45f93ea,HIL-NoFault/HIL-NoFault/circling/TestCase_89_2319000088/Log/log_88_2023-12-31-02-37-08.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,803,80.2,,,False,False,,,"0.0,-0.0,-0.1;2.5,0.9,-15.2;50.5,1.1,-15.1;51.2,24.2,-15.1;28.5,26.0,-12.4",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_8ddf4add9eecb2582bd0,HIL-NoFault/HIL-NoFault/circling/TestCase_90_2319000089/Log/log_89_2023-12-31-02-39-16.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,804,80.3,,,False,False,,,"0.1,-0.0,-0.1;3.0,1.0,-15.2;50.9,1.4,-15.0;49.5,25.8,-15.1;26.2,20.9,-12.2",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_c2363c7958dff10ce206,HIL-NoFault/HIL-NoFault/circling/TestCase_91_2319000090/Log/log_90_2023-12-31-02-41-24.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,801,80.0,,,False,False,,,"0.0,0.0,0.0;2.3,1.1,-15.1;51.4,1.8,-15.0;47.6,27.0,-15.0;22.7,19.6,-12.3",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_4366be4dcabf671dc860,HIL-NoFault/HIL-NoFault/circling/TestCase_92_2319000091/Log/log_91_2023-12-31-02-43-30.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,790,78.9,,,False,False,,,"-0.1,0.0,-0.1;5.0,1.1,-15.2;52.6,3.0,-15.0;44.7,28.0,-15.0;22.3,13.8,-12.6",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_a3f37cb5c865cbef78a8,HIL-NoFault/HIL-NoFault/circling/TestCase_93_2319000092/Log/log_92_2023-12-31-02-45-38.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,805,80.4,,,False,False,,,"0.0,-0.0,0.0;3.2,1.0,-15.1;53.0,3.2,-15.0;42.3,28.5,-15.0;25.2,7.6,-12.9",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_75a55c59c7f7a74ca180,HIL-NoFault/HIL-NoFault/circling/TestCase_94_2319000093/Log/log_93_2023-12-31-02-47-46.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,812,81.1,,,False,False,,,"0.0,-0.0,-0.1;1.5,1.0,-15.2;52.9,3.0,-15.0;40.7,28.8,-15.1;27.8,4.5,-12.2",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_f031926a965c8468a9fc,HIL-NoFault/HIL-NoFault/circling/TestCase_95_2319000094/Log/log_94_2023-12-31-02-49-54.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,790,78.9,,,False,False,,,"-0.0,-0.0,-0.0;5.1,1.0,-15.1;54.4,4.9,-15.0;37.9,28.6,-15.0;34.1,3.6,-12.5",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_88ae53523386ab2c7262,HIL-NoFault/HIL-NoFault/circling/TestCase_96_2319000095/Log/log_95_2023-12-31-02-52-02.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,803,80.2,,,False,False,,,"0.0,-0.0,-0.0;2.6,1.0,-15.2;54.5,5.0,-15.0;35.7,28.1,-15.0;38.3,3.4,-12.4",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_fb7da0c53cda8f80934d,HIL-NoFault/HIL-NoFault/circling/TestCase_97_2319000096/Log/log_96_2023-12-31-02-54-10.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,817,81.6,,,False,False,,,"-0.0,0.1,-0.1;1.8,1.0,-15.1;54.6,5.2,-15.0;33.6,27.4,-15.1;38.0,-1.4,-12.3",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_2ca690e73f447b6305e9,HIL-NoFault/HIL-NoFault/circling/TestCase_98_2319000097/Log/log_97_2023-12-31-02-56-22.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,826,82.5,,,False,False,,,"0.0,0.1,-0.0;4.3,1.1,-15.2;56.1,7.8,-15.0;29.6,24.4,-15.0;44.9,-1.5,-12.3",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_677a29971936797f0253,HIL-NoFault/HIL-NoFault/circling/TestCase_99_2319000098/Log/log_98_2023-12-31-02-58-28.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,812,81.1,,,False,False,,,"0.0,0.0,0.0;1.0,1.0,-15.1;55.1,5.6,-15.0;31.0,25.8,-15.0;44.1,-0.2,-12.1",simulation_scenario:HIL-NoFault/HIL-NoFault/circling,development
rfly_e6de6d35a89a737bf626,HIL-NoFault/HIL-NoFault/dece/TestCase_201_2519000200/Log/log_12_2023-12-31-15-58-38.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,537,53.6,,,False,False,,,"0.1,0.1,-0.0;0.0,1.1,-13.9;47.9,-0.1,-15.1;133.8,-2.7,-15.1;220.5,-6.9,-13.2",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_c06e704d08af90ca7213,HIL-NoFault/HIL-NoFault/dece/TestCase_202_2519000201/Log/log_13_2023-12-31-16-00-18.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,537,53.6,,,False,False,,,"0.1,0.0,-0.1;0.2,0.8,-14.2;49.7,-0.3,-15.2;135.6,-3.2,-15.1;221.9,-7.1,-13.1",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_2373fe019cc1d1fde3ec,HIL-NoFault/HIL-NoFault/dece/TestCase_203_2519000202/Log/log_14_2023-12-31-16-01-58.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,539,53.8,,,False,False,,,"0.0,-0.1,0.0;0.1,0.8,-13.4;44.5,0.0,-15.1;131.1,-3.0,-15.0;217.2,-7.3,-12.8",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_baad02790167d337c9d1,HIL-NoFault/HIL-NoFault/dece/TestCase_204_2519000203/Log/log_15_2023-12-31-16-03-38.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,536,53.5,,,False,False,,,"-0.0,0.0,-0.1;0.1,0.9,-14.2;49.3,-0.3,-15.2;134.4,-3.9,-15.1;220.7,-9.1,-13.1",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_3c36ade8decbe5ac239b,HIL-NoFault/HIL-NoFault/dece/TestCase_205_2519000204/Log/log_16_2023-12-31-16-05-18.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,546,54.5,,,False,False,,,"-0.0,0.1,-0.0;0.2,0.9,-13.6;47.4,0.0,-15.1;135.1,-3.8,-15.0;222.9,-9.2,-12.7",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_1764ce459342b1098d44,HIL-NoFault/HIL-NoFault/dece/TestCase_206_2519000205/Log/log_17_2023-12-31-16-06-58.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,538,53.7,,,False,False,,,"0.1,0.0,-0.1;0.1,1.0,-13.9;47.3,0.1,-15.2;133.4,-3.9,-15.1;219.4,-9.3,-12.7",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_a29d7601dc6c9614b116,HIL-NoFault/HIL-NoFault/dece/TestCase_207_2519000206/Log/log_18_2023-12-31-16-08-38.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,536,53.5,,,False,False,,,"0.0,-0.1,0.0;0.1,0.8,-14.0;49.0,-0.3,-15.1;131.0,-4.5,-15.0;214.5,-10.2,-12.6",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_3e75fe9b58e16fbbe595,HIL-NoFault/HIL-NoFault/dece/TestCase_208_2519000207/Log/log_19_2023-12-31-16-10-18.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,539,53.8,,,False,False,,,"-0.0,0.0,-0.0;0.1,0.9,-14.0;48.2,-0.0,-15.1;128.5,-4.2,-15.0;204.8,-9.3,-12.5",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_de64d986012c6862db2f,HIL-NoFault/HIL-NoFault/dece/TestCase_209_2519000208/Log/log_20_2023-12-31-16-11-58.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,539,53.8,,,False,False,,,"0.1,-0.0,0.0;0.2,0.9,-14.1;49.1,-0.2,-15.1;126.2,-4.2,-15.0;196.1,-9.0,-12.2",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_d64e1b6c6d17877b7e76,HIL-NoFault/HIL-NoFault/dece/TestCase_210_2519000209/Log/log_21_2023-12-31-16-13-38.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,529,52.8,,,False,False,,,"0.1,0.0,-0.0;0.2,1.0,-13.2;42.1,0.3,-15.0;115.8,-3.5,-15.0;178.7,-7.8,-14.7",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_640cbe771236b4cb0dc3,HIL-NoFault/HIL-NoFault/dece/TestCase_211_2519000210/Log/log_22_2023-12-31-16-15-18.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,537,53.6,,,False,False,,,"0.1,-0.0,0.0;0.1,0.9,-14.1;49.6,-0.1,-15.2;118.5,-3.8,-14.9;175.6,-7.5,-12.3",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_6393c8582fe29a5f3d17,HIL-NoFault/HIL-NoFault/dece/TestCase_212_2519000211/Log/log_23_2023-12-31-16-17-00.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,528,52.7,,,False,False,,,"0.0,0.0,-0.0;0.0,0.8,-14.8;52.2,-0.5,-15.2;115.9,-4.0,-15.0;167.4,-7.2,-12.5",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_0dc4aeba0361440bf886,HIL-NoFault/HIL-NoFault/dece/TestCase_213_2519000212/Log/log_24_2023-12-31-16-18-40.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,546,54.5,,,False,False,,,"-0.0,0.0,-0.0;-0.0,1.0,-14.2;51.7,-0.2,-15.2;114.1,-3.4,-14.9;160.6,-6.5,-12.3",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_2d2209ed6248fa87e87e,HIL-NoFault/HIL-NoFault/dece/TestCase_214_2519000213/Log/log_25_2023-12-31-16-20-20.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,536,53.5,,,False,False,,,"-0.0,0.0,-0.1;-0.0,0.9,-14.2;48.6,-0.1,-15.2;107.8,-3.5,-15.0;148.9,-6.3,-12.8",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_9cd7c905251aa2d6466e,HIL-NoFault/HIL-NoFault/dece/TestCase_215_2519000214/Log/log_26_2023-12-31-16-22-02.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,538,53.7,,,False,False,,,"0.1,0.0,-0.0;0.1,0.9,-14.0;47.2,-0.2,-15.1;104.1,-3.5,-15.0;139.2,-5.7,-12.7",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_1cd8fcbfbcea4cf74ddf,HIL-NoFault/HIL-NoFault/dece/TestCase_216_2519000215/Log/log_27_2023-12-31-16-23-42.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,543,54.2,,,False,False,,,"0.0,-0.0,0.0;0.1,0.8,-14.3;51.4,-0.4,-15.1;102.4,-3.2,-14.9;131.3,-5.1,-12.8",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_cd5b3d504cd553c26eb2,HIL-NoFault/HIL-NoFault/dece/TestCase_217_2519000216/Log/log_28_2023-12-31-16-25-22.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,550,54.9,,,False,False,,,"0.0,-0.0,0.0;0.1,0.9,-13.7;48.7,-0.3,-15.1;98.4,-3.4,-14.9;120.9,-4.9,-13.1",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_01227258036a2ceb77c0,HIL-NoFault/HIL-NoFault/dece/TestCase_218_2519000217/Log/log_29_2023-12-31-16-27-04.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,546,54.5,,,False,False,,,"-0.0,-0.0,-0.1;0.0,0.9,-14.2;49.4,-0.3,-15.2;93.7,-3.1,-15.0;109.3,-4.1,-13.2",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_2589281a63f6e5c29fdc,HIL-NoFault/HIL-NoFault/dece/TestCase_219_2519000218/Log/log_30_2023-12-31-16-28-44.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,548,54.7,,,False,False,,,"0.0,0.1,0.0;0.0,1.0,-13.7;47.4,-0.1,-15.1;89.0,-2.8,-14.9;97.8,-3.3,-13.6",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_e48cc637ab1e397284d2,HIL-NoFault/HIL-NoFault/dece/TestCase_220_2519000219/Log/log_31_2023-12-31-16-30-24.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,524,52.3,,,False,False,,,"0.0,-0.0,-0.1;0.1,0.9,-14.9;53.9,-0.4,-15.4;116.0,-3.6,-15.1;177.7,-7.7,-12.9",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_a92d206ab69d47997c67,HIL-NoFault/HIL-NoFault/dece/TestCase_221_2519000220/Log/log_32_2023-12-31-16-32-06.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,545,54.4,,,False,False,,,"0.0,-0.0,-0.1;0.1,0.9,-13.7;47.9,-0.2,-15.2;112.0,-3.6,-15.0;172.9,-7.6,-12.8",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_c0052c677cbea41224d0,HIL-NoFault/HIL-NoFault/dece/TestCase_222_2519000221/Log/log_33_2023-12-31-16-33-46.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,545,54.4,,,False,False,,,"0.1,0.1,0.0;0.1,1.0,-13.6;46.7,-0.1,-15.1;109.0,-3.5,-15.0;167.2,-7.4,-13.1",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_45fc8e990943cac80165,HIL-NoFault/HIL-NoFault/dece/TestCase_223_2519000222/Log/log_34_2023-12-31-16-35-26.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,538,53.7,,,False,False,,,"0.0,-0.0,-0.0;0.1,0.8,-14.0;48.2,-0.3,-15.2;107.4,-3.7,-15.0;161.8,-7.5,-12.9",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_a14290b2d834be605145,HIL-NoFault/HIL-NoFault/dece/TestCase_224_2519000223/Log/log_35_2023-12-31-16-37-06.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,539,53.8,,,False,False,,,"0.0,0.0,-0.0;0.0,0.9,-13.4;44.4,-0.0,-15.1;102.5,-3.2,-15.0;153.9,-6.6,-12.8",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_28a5a7f85a322dd3e6c7,HIL-NoFault/HIL-NoFault/dece/TestCase_225_2519000224/Log/log_36_2023-12-31-16-38-46.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,543,54.2,,,False,False,,,"0.0,-0.0,0.0;0.1,0.7,-13.5;46.4,-0.2,-15.1;102.1,-3.3,-14.9;151.1,-6.4,-13.0",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_7bff231ea5f1431132fe,HIL-NoFault/HIL-NoFault/dece/TestCase_226_2519000225/Log/log_37_2023-12-31-16-40-28.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,545,54.4,,,False,False,,,"0.0,0.1,-0.0;0.0,1.0,-13.7;46.7,-0.0,-15.2;100.1,-3.2,-15.0;146.4,-6.3,-13.1",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_417286acd52a223216a6,HIL-NoFault/HIL-NoFault/dece/TestCase_227_2519000226/Log/log_38_2023-12-31-16-42-08.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,543,54.2,,,False,False,,,"0.0,-0.0,-0.1;0.1,0.8,-14.3;50.7,-0.3,-15.3;100.1,-3.1,-15.0;143.2,-5.8,-13.3",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_b4756da38ae4a46033d6,HIL-NoFault/HIL-NoFault/dece/TestCase_228_2519000227/Log/log_39_2023-12-31-16-43-48.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,545,54.4,,,False,False,,,"0.1,0.1,0.0;0.0,0.9,-13.6;45.8,-0.2,-15.1;95.0,-3.1,-15.0;135.6,-5.7,-13.2",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_66fc439db44447d01505,HIL-NoFault/HIL-NoFault/dece/TestCase_229_2519000228/Log/log_40_2023-12-31-16-45-28.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,542,54.1,,,False,False,,,"0.0,0.0,-0.0;-0.0,0.9,-13.5;45.1,-0.3,-15.2;92.3,-3.1,-15.0;129.2,-5.6,-13.0",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_50e1f00744367d308330,HIL-NoFault/HIL-NoFault/dece/TestCase_230_2519000229/Log/log_41_2023-12-31-16-47-10.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,547,54.6,,,False,False,,,"0.0,0.1,0.0;0.1,0.8,-13.7;47.8,-0.3,-15.2;91.9,-2.9,-14.9;125.7,-5.0,-13.1",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_e2216cd9109e6aa80c95,HIL-NoFault/HIL-NoFault/dece/TestCase_231_2519000230/Log/log_42_2023-12-31-16-48-52.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,557,55.6,,,False,False,,,"0.0,-0.0,-0.0;0.1,1.0,-14.6;51.4,-0.5,-15.2;91.2,-3.2,-15.0;122.6,-5.4,-13.0",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_1ac4a84e7ae3e45127b2,HIL-NoFault/HIL-NoFault/dece/TestCase_232_2519000231/Log/log_43_2023-12-31-16-50-34.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,554,55.3,,,False,False,,,"-0.1,0.0,-0.1;0.1,0.9,-13.8;47.1,-0.2,-15.3;86.8,-2.5,-15.0;114.9,-4.2,-13.2",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_5dfedd1a831c653b2672,HIL-NoFault/HIL-NoFault/dece/TestCase_233_2519000232/Log/log_44_2023-12-31-16-52-14.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,528,52.7,,,False,False,,,"-0.0,-0.0,0.0;0.1,0.9,-14.5;48.6,-0.4,-15.3;83.7,-2.5,-14.9;107.3,-4.0,-13.2",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_37bf2fb1398e21164bc6,HIL-NoFault/HIL-NoFault/dece/TestCase_234_2519000233/Log/log_45_2023-12-31-16-53-54.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,534,53.3,,,False,False,,,"0.0,0.0,-0.0;0.1,0.9,-13.9;47.0,-0.2,-15.3;81.5,-2.4,-14.9;101.8,-3.7,-13.2",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
rfly_ddfb462e999000a82eca,HIL-NoFault/HIL-NoFault/dece/TestCase_235_2519000234/Log/log_46_2023-12-31-16-55-34.ulg,HIL-NoFault,HIL,NoFault,NoFault,False,normal_no_fault,False,False,,,0.0,False,2,536,53.5,,,False,False,,,"0.0,-0.0,-0.0;0.1,0.8,-14.0;47.4,-0.3,-15.3;78.9,-2.3,-14.9;95.8,-3.5,-13.3",simulation_scenario:HIL-NoFault/HIL-NoFault/dece,development
