case_id,domain,fault_family,cv_fold,split_group_id,pca_1,pca_2,tsne_1,tsne_2
HIL_Motor_1/hover-motor-2/TestCase_157_2000000156,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,6.468635557641493,-2.641860149222322,-24.920012,1.776484
HIL_Motor_1/hover-motor-2/TestCase_158_2000000157,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,8.555335079455944,-4.631837044675035,-11.809135,-12.645814
HIL_Motor_1/hover-motor-2/TestCase_159_2000000158,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,9.563788356221366,-3.7056210053487515,-9.158164,-15.41513
HIL_Motor_1/hover-motor-2/TestCase_160_2000000159,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,4.9246613276731095,-2.398435737478928,-25.496016,1.9666405
HIL_Motor_1/hover-motor-2/TestCase_161_2000000160,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,3.1742741423366945,-3.020409175308972,-26.050478,1.003224
HIL_Motor_1/hover-motor-2/TestCase_162_2000000161,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,2.5022196712287137,-7.007386145052898,41.633354,-10.782839
HIL_Motor_1/hover-motor-2/TestCase_82_2000000081,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,1.825687892829678,-7.91472363075845,39.927464,-9.854161
HIL_Motor_1/hover-motor-2/TestCase_83_2000000082,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,0.1028885160698998,-1.5336782572983916,-29.06105,-17.804766
HIL_Motor_1/hover-motor-2/TestCase_84_2000000083,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,-1.9909059949017731,-0.8916279503413502,-29.319405,-17.165928
HIL_Motor_1/hover-motor-2/TestCase_85_2000000084,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,-6.6805346607584175,-0.7822424997976691,-45.091393,-9.370576
HIL_Motor_1/hover-motor-2/TestCase_86_2000000085,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,-4.63996163767939,-2.8292148867523426,-48.167576,-14.267951
HIL_Motor_1/hover-motor-2/TestCase_87_2000000086,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,-2.8939361718533663,-2.2014552638594456,-30.025284,-17.246819
HIL_Motor_1/hover-motor-2/TestCase_88_2000000087,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,-7.91702002807057,-0.4984124723022667,-44.442947,-9.676654
HIL_Motor_1/hover-motor-2/TestCase_89_2000000088,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,-9.230726733725202,-1.5010440934053708,-44.69208,-10.375736
HIL_Motor_1/hover-motor-2/TestCase_90_2000000089,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,-5.534654454576906,-3.071877018356887,-48.224926,-14.376736
HIL_Motor_1/hover-motor-2/TestCase_91_2000000090,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,2.740298599654409,-3.370328155849663,-26.366314,1.4987831
HIL_Motor_1/hover-motor-2/TestCase_92_2000000091,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,1.7928643459417917,-7.1958746814081636,40.78889,-9.708334
HIL_Motor_1/hover-motor-2/TestCase_93_2000000092,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,0.5360211605270024,-1.6675884178692861,-29.189972,-18.114885
HIL_Motor_1/hover-motor-2/TestCase_94_2000000093,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,-1.8581942403309988,-5.011967533993131,-31.236559,-1.5380974
HIL_Motor_1/hover-motor-2/TestCase_95_2000000094,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,-5.98520727090914,-0.9248023719207819,-45.32451,-9.391644
HIL_Motor_1/hover-motor-2/TestCase_96_2000000095,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,-5.830886342519126,-2.3856252249794068,-46.021633,-10.6193495
HIL_Motor_1/hover-motor-2/TestCase_97_2000000096,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,-6.032022652512102,-0.2814306145751031,-44.797485,-9.098536
HIL_Motor_1/hover-motor-2/TestCase_98_2000000097,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,-7.542103930913856,-0.3374901303898019,-44.59919,-9.653355
HIL_Motor_1/hover-motor-2/TestCase_99_2000000098,HIL,Motor,2,simulation_scenario:HIL_Motor_1/hover-motor-2,-8.724310863688594,-1.0937391245887156,-44.701157,-10.326326
HIL_Motor_1/hover-motor-3/TestCase_163_2000000162,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.7852378325391458,-5.779157883840581,32.148388,-13.448849
HIL_Motor_1/hover-motor-3/TestCase_164_2000000163,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,3.9586183427266386,-6.372698749082561,44.42894,-15.940464
HIL_Motor_1/hover-motor-3/TestCase_165_2000000164,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,3.639812384772382,-5.276806967890055,33.309177,-13.7708
HIL_Motor_1/hover-motor-3/TestCase_166_2000000165,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,0.8433355641125286,-5.584819725378517,32.00748,-16.43518
HIL_Motor_1/hover-motor-3/TestCase_167_2000000166,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,0.9419630138923243,-1.8045294911208787,27.387232,-14.407212
HIL_Motor_1/hover-motor-3/TestCase_168_2000000167,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,3.5186333886310677,-5.8820064429845615,41.354214,-16.200014
HIL_Motor_1/hover-motor-3/TestCase_169_2000000168,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-2.041774710191177,-2.8610274260560207,27.830252,-15.423423
HIL_Motor_1/hover-motor-3/TestCase_170_2000000169,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,0.11075395713134961,-5.061731376021718,30.318514,-15.883092
HIL_Motor_1/hover-motor-3/TestCase_171_2000000170,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.640794633010966,-6.06800462055387,41.366768,-15.40087
HIL_Motor_1/hover-motor-3/TestCase_172_2000000171,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-2.057034876151361,-2.843774350695023,27.747911,-15.409437
HIL_Motor_1/hover-motor-3/TestCase_173_2000000172,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-1.2499203372601095,-2.2603082208735508,26.426151,-13.178145
HIL_Motor_1/hover-motor-3/TestCase_174_2000000173,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,0.39056902569802965,-3.8245920288691893,30.901346,-14.716359
HIL_Motor_1/hover-motor-3/TestCase_175_2000000174,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-0.45846198815172023,-6.952375766073059,29.982098,-17.523382
HIL_Motor_1/hover-motor-3/TestCase_176_2000000175,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,0.7324745887668633,-6.0118777113192605,33.004353,-16.961222
HIL_Motor_1/hover-motor-3/TestCase_177_2000000176,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.8776151214690437,-6.232231481586515,30.951134,-19.57174
HIL_Motor_1/hover-motor-3/TestCase_178_2000000177,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-2.698415452632787,-5.098162959407564,28.48775,-16.225061
HIL_Motor_1/hover-motor-3/TestCase_179_2000000178,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-0.37314278711202276,-6.321153490138754,30.058563,-17.629663
HIL_Motor_1/hover-motor-3/TestCase_180_2000000179,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.1165749072850764,-6.25278651554925,30.663818,-18.661243
HIL_Motor_1/hover-motor-3/TestCase_181_2000000180,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-0.8609908604883159,-5.752871105045654,29.442743,-17.666346
HIL_Motor_1/hover-motor-3/TestCase_182_2000000181,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,0.5093470996331082,-5.750128915266969,30.578447,-18.919704
HIL_Motor_1/hover-motor-3/TestCase_183_2000000182,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.778604134382472,-5.809815171514174,30.89288,-20.35569
HIL_Motor_1/hover-motor-3/TestCase_184_2000000183,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-0.31322265293301443,-6.459624719567696,30.356262,-17.369287
HIL_Motor_1/hover-motor-3/TestCase_185_2000000184,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,0.5763594014515174,-6.1786125243573,30.570822,-18.728363
HIL_Motor_1/hover-motor-3/TestCase_186_2000000185,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-1.7155724577792713,-5.165204932432323,28.979477,-17.852905
HIL_Motor_1/hover-motor-3/TestCase_187_2000000186,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-0.36264736785472174,-6.7705174521084635,30.163334,-17.19805
HIL_Motor_1/hover-motor-3/TestCase_188_2000000187,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-3.8986267736465523,-4.673036654301605,27.991772,-16.425634
HIL_Motor_1/hover-motor-3/TestCase_189_2000000188,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,0.07763013855355405,-5.775445438482457,30.348646,-18.232967
HIL_Motor_1/hover-motor-3/TestCase_190_2000000189,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.122733003784366,-5.26378478872941,34.675266,-13.01779
HIL_Motor_1/hover-motor-3/TestCase_191_2000000190,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.520800911490545,-4.59393671298883,31.304766,-12.439741
HIL_Motor_1/hover-motor-3/TestCase_192_2000000191,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,3.0960973570856023,-0.7756192249540543,29.518421,-11.18937
HIL_Motor_1/hover-motor-3/TestCase_193_2000000192,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.1031251586499036,-4.400862604886491,28.767212,-13.721571
HIL_Motor_1/hover-motor-3/TestCase_194_2000000193,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.469375598303907,-5.8248514620482625,51.207928,-21.316956
HIL_Motor_1/hover-motor-3/TestCase_195_2000000194,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.4517578955119728,-0.8221125942701049,28.649076,-12.11918
HIL_Motor_1/hover-motor-3/TestCase_196_2000000195,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-1.3552829505436486,-3.7864691701899056,28.285192,-15.430531
HIL_Motor_1/hover-motor-3/TestCase_197_2000000196,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,0.5366266007409155,-2.2143042432352598,27.454285,-14.315685
HIL_Motor_1/hover-motor-3/TestCase_198_2000000197,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.902387404384326,-5.121973032205099,32.92898,-14.3483095
HIL_Motor_1/hover-motor-3/TestCase_199_2000000198,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.9741251456673847,-5.196889320729153,35.651905,-14.648057
HIL_Motor_1/hover-motor-3/TestCase_200_2000000199,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,3.0091151051706224,-5.6164642728260645,34.42281,-13.107834
HIL_Motor_1/hover-motor-3/TestCase_201_2000000200,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.2422161234753823,-4.173091547013854,31.014894,-12.465642
HIL_Motor_1/hover-motor-3/TestCase_202_2000000201,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-0.8932700626154966,-3.2758334022497544,27.651182,-14.874067
HIL_Motor_1/hover-motor-3/TestCase_203_2000000202,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.3596656883161802,-5.274930593934116,31.283257,-13.9401
HIL_Motor_1/hover-motor-3/TestCase_204_2000000203,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.5458480236526726,-5.14038053811309,34.663723,-13.05961
HIL_Motor_1/hover-motor-3/TestCase_205_2000000204,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-0.5194679659061521,-4.965808523898755,29.545849,-15.901249
HIL_Motor_1/hover-motor-3/TestCase_206_2000000205,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,0.9556873013046925,-4.978647278701816,32.40179,-16.268837
HIL_Motor_1/hover-motor-3/TestCase_207_2000000206,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.950162972912545,-4.960736929977519,31.622622,-15.102227
HIL_Motor_1/hover-motor-3/TestCase_208_2000000207,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,0.7753354582055443,-5.009325982765347,35.824837,-15.983701
HIL_Motor_1/hover-motor-3/TestCase_209_2000000208,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.1948784299932906,-4.141286340123537,35.570427,-14.591916
HIL_Motor_1/hover-motor-3/TestCase_210_2000000209,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.8427169384041027,-4.009552958038499,34.99784,-13.930081
HIL_Motor_1/hover-motor-3/TestCase_211_2000000210,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-2.9140760374843655,-0.6324556630405969,26.981386,-15.046505
HIL_Motor_1/hover-motor-3/TestCase_212_2000000211,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-1.5001763711166394,-2.710966114352287,27.64218,-15.131325
HIL_Motor_1/hover-motor-3/TestCase_213_2000000212,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-0.7246655060041691,-3.2596437896332566,27.0433,-13.181705
HIL_Motor_1/hover-motor-3/TestCase_214_2000000213,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-0.9551018692070077,-5.964676680819214,29.713346,-16.744753
HIL_Motor_1/hover-motor-3/TestCase_215_2000000214,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-0.14961417285131828,-5.659864691625624,30.189234,-17.169125
HIL_Motor_1/hover-motor-3/TestCase_216_2000000215,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-1.5427825901810372,-2.65934894365565,27.984938,-15.397859
HIL_Motor_1/hover-motor-3/TestCase_217_2000000216,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,0.9316259946434713,-2.7574987471207577,29.594126,-12.268963
HIL_Motor_1/hover-motor-3/TestCase_218_2000000217,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,3.533090018835597,-1.4761329225370252,29.489285,-11.275186
HIL_Motor_1/hover-motor-3/TestCase_219_2000000218,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,5.137792761730203,-2.8696717484500893,30.345226,-10.856141
HIL_Motor_1/hover-motor-3/TestCase_220_2000000219,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.8241481051142965,-2.470924213098682,28.894316,-13.151927
HIL_Motor_1/hover-motor-3/TestCase_221_2000000220,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.808377730523159,-4.144237325765995,32.460846,-11.658579
HIL_Motor_1/hover-motor-3/TestCase_222_2000000221,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.088706661037498,-1.1056731056062796,29.299877,-11.500654
HIL_Motor_1/hover-motor-3/TestCase_223_2000000222,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.1692719356379624,-3.9010884779888935,29.098045,-13.731536
HIL_Motor_1/hover-motor-3/TestCase_224_2000000223,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.3840246855934657,-2.4682464441593446,28.866163,-12.697208
HIL_Motor_1/hover-motor-3/TestCase_225_2000000224,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.804753789406499,-4.757573284546905,32.635967,-11.658286
HIL_Motor_1/hover-motor-3/TestCase_226_2000000225,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.0432009794920862,-4.541411897729737,37.041615,-15.313429
HIL_Motor_1/hover-motor-3/TestCase_227_2000000226,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.233995520608775,-4.8081019461815275,36.099648,-14.946185
HIL_Motor_1/hover-motor-3/TestCase_228_2000000227,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.7970403550480505,-4.418221232402217,32.26804,-11.684249
HIL_Motor_1/hover-motor-3/TestCase_229_2000000228,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.871503577225232,-5.304015455220828,38.36665,-17.58236
HIL_Motor_1/hover-motor-3/TestCase_230_2000000229,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.592002470614347,-5.297584204862762,32.31318,-13.345633
HIL_Motor_1/hover-motor-3/TestCase_231_2000000230,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,3.007295442876164,-5.525678745886707,33.465485,-13.52021
HIL_Motor_1/hover-motor-3/TestCase_232_2000000231,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,-0.6053027154855148,-3.7378555872887613,28.236746,-15.348863
HIL_Motor_1/hover-motor-3/TestCase_233_2000000232,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.8817087027219337,-5.502202682034999,31.335663,-13.756825
HIL_Motor_1/hover-motor-3/TestCase_234_2000000233,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.89700454315334,-3.1943774904475584,28.965317,-12.535548
HIL_Motor_1/hover-motor-3/TestCase_235_2000000234,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.5429380369033603,-5.0611189874914215,36.33282,-15.884847
HIL_Motor_1/hover-motor-3/TestCase_236_2000000235,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.2939470402780686,-4.952169766157157,36.15115,-15.174734
HIL_Motor_1/hover-motor-3/TestCase_237_2000000236,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.1875803661809825,-3.6536811990978784,35.198864,-14.733375
HIL_Motor_1/hover-motor-3/TestCase_238_2000000237,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.567789913058533,-5.569808239513609,36.880966,-14.909746
HIL_Motor_1/hover-motor-3/TestCase_239_2000000238,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,0.01689703536798337,-0.964782725901407,27.309685,-14.580474
HIL_Motor_1/hover-motor-3/TestCase_240_2000000239,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,2.1976788183720375,-4.5171095271651085,35.02376,-13.752672
HIL_Motor_1/hover-motor-3/TestCase_241_2000000240,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.3115774168605037,-4.40284857830518,32.721382,-15.97175
HIL_Motor_1/hover-motor-3/TestCase_242_2000000241,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.6406008881994203,-4.3249421202815395,32.634697,-15.998731
HIL_Motor_1/hover-motor-3/TestCase_243_2000000242,HIL,Motor,4,simulation_scenario:HIL_Motor_1/hover-motor-3,1.4167552993220434,-4.774595541069775,31.562323,-15.130576
HIL_Motor_2/velocity-motor/TestCase_10_2200000009,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,2.2501363242637287,-8.029240317301648,-15.671628,-24.163359
HIL_Motor_2/velocity-motor/TestCase_11_2200000010,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-1.5961507068791128,-8.939803455932875,36.91416,-6.169847
HIL_Motor_2/velocity-motor/TestCase_12_2200000011,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-7.845822728464955,-11.630666787657898,-40.558987,-19.782276
HIL_Motor_2/velocity-motor/TestCase_13_2200000012,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,17.337520714430713,-0.8879480049362609,-12.9197645,0.29903498
HIL_Motor_2/velocity-motor/TestCase_14_2200000013,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,18.057066946859607,-3.7247875969149877,-5.5918655,-22.013685
HIL_Motor_2/velocity-motor/TestCase_15_2200000014,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,11.007225955078813,-3.2644320396039594,-13.3270235,0.3133627
HIL_Motor_2/velocity-motor/TestCase_16_2200000015,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,0.12180384937056443,-8.342427013237069,36.870113,-6.2000556
HIL_Motor_2/velocity-motor/TestCase_17_2200000016,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-8.544197364887438,-12.251666517117098,-41.47194,-32.455944
HIL_Motor_2/velocity-motor/TestCase_18_2200000017,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-12.765155770494559,-13.017923507796858,-39.119747,-20.77762
HIL_Motor_2/velocity-motor/TestCase_19_2200000018,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-20.0995163611283,-11.14379562498506,-54.867393,-6.0263076
HIL_Motor_2/velocity-motor/TestCase_1_2200000000,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-0.9777705714228202,-8.890254666531586,36.860985,-6.175198
HIL_Motor_2/velocity-motor/TestCase_20_2200000019,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-13.175702149982051,-11.792154086418984,-39.09023,-20.720636
HIL_Motor_2/velocity-motor/TestCase_21_2200000020,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,12.304329732373848,-0.46762239821095,-10.274334,-0.057119556
HIL_Motor_2/velocity-motor/TestCase_22_2200000021,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-8.27945040485384,-11.459953508627196,-41.3149,-32.555386
HIL_Motor_2/velocity-motor/TestCase_23_2200000022,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-6.276086942486754,-10.959665843749974,-51.668198,-0.50092787
HIL_Motor_2/velocity-motor/TestCase_24_2200000023,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-19.497392271388225,-11.688795803001238,-54.906105,-6.0288534
HIL_Motor_2/velocity-motor/TestCase_25_2200000024,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,16.52476919638379,-0.26438082730276236,-4.2322693,-21.324514
HIL_Motor_2/velocity-motor/TestCase_26_2200000025,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-9.346914763987975,-12.116469512935668,-38.9259,-21.280024
HIL_Motor_2/velocity-motor/TestCase_27_2200000026,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-8.981454807085967,-12.052006809782139,-41.533943,-32.48376
HIL_Motor_2/velocity-motor/TestCase_28_2200000027,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-13.31249233777541,-12.1297535173209,-38.98179,-20.849209
HIL_Motor_2/velocity-motor/TestCase_29_2200000028,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,13.04147957105323,0.11002026585847524,-10.362069,-0.101363085
HIL_Motor_2/velocity-motor/TestCase_2_2200000001,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-8.241390559010263,-11.437995942400667,-40.542446,-19.788015
HIL_Motor_2/velocity-motor/TestCase_30_2200000029,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,16.36257089847044,0.40122020214182985,-4.246582,-21.332224
HIL_Motor_2/velocity-motor/TestCase_31_2200000030,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,10.146689103375593,0.6633646754345612,-10.016868,0.08762649
HIL_Motor_2/velocity-motor/TestCase_32_2200000031,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-8.160320015634905,-11.430197052237409,-41.4215,-32.584534
HIL_Motor_2/velocity-motor/TestCase_33_2200000032,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,2.5609088174036994,-9.321774061923781,-14.668169,-53.80128
HIL_Motor_2/velocity-motor/TestCase_34_2200000033,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,0.2564802437557572,-8.297625633380346,-24.473158,-51.781925
HIL_Motor_2/velocity-motor/TestCase_35_2200000034,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-6.411804826084663,-8.21466698986387,-25.947498,-53.50975
HIL_Motor_2/velocity-motor/TestCase_36_2200000035,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-4.176888855338528,-8.443186308114814,-24.786303,-52.29895
HIL_Motor_2/velocity-motor/TestCase_37_2200000036,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,5.721607178992594,-10.266477252267428,-18.967247,-50.439945
HIL_Motor_2/velocity-motor/TestCase_38_2200000037,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,2.9411369696875256,-9.416642829125061,-14.570384,-53.727844
HIL_Motor_2/velocity-motor/TestCase_39_2200000038,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-0.8140394772211952,-9.77465326465784,-19.987526,-57.727467
HIL_Motor_2/velocity-motor/TestCase_3_2200000002,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-14.880885232686555,-11.758556884601834,-57.323708,-6.49102
HIL_Motor_2/velocity-motor/TestCase_40_2200000039,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,-6.141530626378347,-8.181156750879929,-25.95697,-53.515926
HIL_Motor_2/velocity-motor/TestCase_41_2200000040,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,12.91643393909479,-10.781488050609468,-16.983566,-49.211666
HIL_Motor_2/velocity-motor/TestCase_42_2200000041,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,6.5928127181810545,-9.189842375917356,-15.769189,-53.4436
HIL_Motor_2/velocity-motor/TestCase_43_2200000042,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,3.3523580077133257,-9.401388178556429,-14.770092,-53.658585
HIL_Motor_2/velocity-motor/TestCase_44_2200000043,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,0.06309084446885871,-8.264196057761648,-24.464771,-51.77449
HIL_Motor_2/velocity-motor/TestCase_45_2200000044,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,10.346600451668408,-9.85618477516042,-18.554316,-50.34313
HIL_Motor_2/velocity-motor/TestCase_46_2200000045,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,12.263688238990518,-10.69751901918441,-16.986277,-49.213608
HIL_Motor_2/velocity-motor/TestCase_47_2200000046,HIL,Motor,3,simulation_scenario:HIL_Motor_2/velocity-motor,5.619862014970002,-10.013401981721106,-18.96379,-50.439003
