platform_metadata,fault_id,fault_parameter,fault_severity,planned_fault_start_s,planned_fault_end_s,case_id,canonical_case_id,source_archive,dataset_version,domain,representation,platform,flight_status,fault_family,fault_subtype,system_fault,environment_condition,evaluation_role,fault_start_s,fault_end_s,duration_s,truth_source,ulog_sha256,testinfo_sha256,duplicate_group,quality_status,split_group_id,split,cv_fold,object_name,parsed_path,ulog_bytes
unknown,[123458.],[0.7 0.2 0.3 0.2],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_153_2208000152,rfly_e176066a73a02d44478a,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,98.0,test_info,e176066a73a02d44478ae8b16bff1cadcc0ea4d625294e02238c13474c072221,c240a48be2017810abe452dd0b9567e32715155d104c8daf01571d8f9bdeca89,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_153_2208000152/Log/log_152_2023-8-9-07-18-14.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0012.parquet,12099172
unknown,[123458.],[0.7 0.2 0.3 0.3],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_154_2208000153,rfly_11685dc8a68c80f6324e,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,97.0,test_info,11685dc8a68c80f6324ef740713e01e2d1efb090196ad2305cb4a7057597dc40,45ac3a5113a8bc9214a08bb2f6961aa372ac7b2faa7abdac9bf2152605585365,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_154_2208000153/Log/log_153_2023-8-9-07-20-42.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0012.parquet,11987415
unknown,[123458.],[0.7 0.3 0.2 0.2],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_155_2208000154,rfly_06802d92959c2ef986f3,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,99.0,test_info,06802d92959c2ef986f342c71cd32a9403b0c840509c40192ac617e579890efb,53536b5001d0cb42f5d5fde0d4d74636baddf807b2027a4817aafb9a0996f444,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_155_2208000154/Log/log_154_2023-8-9-07-23-08.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0012.parquet,11953350
unknown,[123458.],[0.7 0.3 0.2 0.3],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_156_2208000155,rfly_377a14351d030773e8b0,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,100.0,test_info,377a14351d030773e8b0f736ed48367e72493c8f466902136f88250176fc6b46,182014e04654f18d529c307b5d76b616202b4347c5f939c55e63f8a12a7789a5,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_156_2208000155/Log/log_155_2023-8-9-07-25-38.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0012.parquet,12250973
unknown,[123458.],[0.7 0.3 0.3 0.2],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_157_2208000156,rfly_5ed65220938e1ec335a1,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,101.0,test_info,5ed65220938e1ec335a13c8e75a03fd032a2f846dcf16929f5cb7caee7d17dda,5bfe8db7163e3e531635fa68eccafd79d68b3374e6c637d28e70022ded1106ea,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_157_2208000156/Log/log_156_2023-8-9-07-28-08.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0012.parquet,12248111
unknown,[123458.],[0.7 0.3 0.3 0.3],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_158_2208000157,rfly_4c0887fa5f9b78853b84,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,101.0,test_info,4c0887fa5f9b78853b84c91c412aa63f9e29919d5f41e40cd576ae6d78e088e8,1919f937281677ce1fc3c4ff16e288b0970beff8563c338abfe83385e38419a8,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_158_2208000157/Log/log_157_2023-8-9-07-30-38.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0012.parquet,12368986
unknown,[123458.],[0.7 0.2 0.2 0.2],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_159_2208000158,rfly_1cfb0a72d246f05f5e26,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,95.0,test_info,1cfb0a72d246f05f5e26a7bd89f58508a6528f14ebc1c6bd11fd2a697fd62665,0efeff13c3dd02bcef71e40becc4cd8bfb52c6665252c78ba284e82776ae7487,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_159_2208000158/Log/log_158_2023-8-9-07-33-02.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0012.parquet,11837912
unknown,[123458.],[0.7 0.2 0.2 0.3],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_160_2208000159,rfly_d95a9144ea3a935d3ffc,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,42.0,42.0,test_info,d95a9144ea3a935d3ffc2cd2975b08c4052c756c4402694fe94682923364b4e1,a2d507f8354b9708d37ebbf68f50dc3dafb2ecf81d530b90941cbc425a87d953,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_160_2208000159/Log/log_159_2023-8-9-07-34-34.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0012.parquet,5390856
unknown,[123458.],[0.7 0.2 0.3 0.2],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_161_2208000160,rfly_19dce2a2a901246d0ed0,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,101.0,test_info,19dce2a2a901246d0ed0e4abc9fe774f65b5a2255df3896bf6a28264b6391770,8d2063c0eff48008cfb163fb870189678e677eb31ea2728ee79eba3f09b28a3e,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_161_2208000160/Log/log_160_2023-8-9-07-37-58.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0012.parquet,12508012
unknown,[123458.],[0.7 0.2 0.3 0.3],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_162_2208000161,rfly_05b70603f64f9e03f8fc,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,36.0,36.0,test_info,05b70603f64f9e03f8fc04fcf201230d7407656e787697abc5667f0d4066f050,1e5cf95017aed2c1b01d8b3d30810a5fc5e4db573adc3e099950e4dc96e63cc9,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_162_2208000161/Log/log_161_2023-8-9-07-39-22.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0012.parquet,4525641
unknown,[123458.],[0.7 0.3 0.2 0.2],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_163_2208000162,rfly_562c67fc21ef7b6c9d0a,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,94.0,test_info,562c67fc21ef7b6c9d0a89870c7e1e2ac478a87be8c36e1811c3e1890dea289b,42b6945aaa93b27b8857d6b428e04c760e5f60cc7489b124636678c113ae8f8a,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_163_2208000162/Log/log_162_2023-8-9-07-42-46.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0012.parquet,11433179
unknown,[123458.],[0.7 0.3 0.2 0.3],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_164_2208000163,rfly_e207c9356ed6db55b854,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,103.0,test_info,e207c9356ed6db55b854262bc3997cb4d3963226fb7a721b79704783c60a79dd,e471da743dd61129fa90f20b486034092ea0e934811aa571c9a337c320101bd4,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_164_2208000163/Log/log_163_2023-8-9-07-45-18.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0012.parquet,12679174
unknown,[123458.],[0.7 0.3 0.3 0.2],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_165_2208000164,rfly_381a21b83b4717a80a78,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,32.0,32.0,test_info,381a21b83b4717a80a78d0e34ec608318b8cf66009915044f49d1d17d4639b61,df935a836f8996159917db96360b6ea3924c2d44472fa7178a4fc4fd38558a47,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_165_2208000164/Log/log_164_2023-8-9-07-46-40.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,4084923
unknown,[123458.],[0.7 0.3 0.3 0.3],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_166_2208000165,rfly_1df924d7660c462a44ef,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,36.0,36.0,test_info,1df924d7660c462a44efc3329e8d6e7e0243f67b8d2c97f5067374949706eb57,76d8a7655a25da19832331b4c41d55431c5adb6b3835780e7cd218aebd55da97,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_166_2208000165/Log/log_165_2023-8-9-07-49-08.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,4541655
unknown,[123458.],[0.7 0.2 0.2 0.2],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_167_2208000166,rfly_5ab1e479a0a2823840fd,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,98.0,test_info,5ab1e479a0a2823840fdb784af6b167a2f01d66de0e3ee93c571d7d48ff957d8,065e73eadf7f822d442fbcce1da5e5582c2c5eb4a660d5bd098f3a6cc5208cbd,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_167_2208000166/Log/log_166_2023-8-9-07-52-34.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,11968616
unknown,[123458.],[0.7 0.2 0.2 0.3],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_168_2208000167,rfly_6bef334dd32f41adac96,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,96.0,test_info,6bef334dd32f41adac96199dc7094b50f07842988bae2ca31df89b9d798d3b05,050993a0979629d82a0cbbce37af1294bc01b7029173b18b1d74e294b2cdb1b0,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_168_2208000167/Log/log_167_2023-8-9-07-55-00.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,11844215
unknown,[123458.],[0.7 0.2 0.3 0.2],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_169_2208000168,rfly_a8b6ef5114ea11902f2a,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,96.0,test_info,a8b6ef5114ea11902f2a500fb71d89a1a14db9ce6c7514361797d728fdaaec85,3e1170f5e5d040643a5fd4a06e12604bd6ced4cdc75c82b7a1c30979c2567d8a,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_169_2208000168/Log/log_168_2023-8-9-07-57-24.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,11454050
unknown,[123458.],[0.7 0.2 0.3 0.3],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_170_2208000169,rfly_053d0c203c1622a22e85,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,97.0,test_info,053d0c203c1622a22e85c8092de2c65e4348c44e71bc6993befc182d883cad61,b4440ba2a467a3b2b53f886dd90181430a7fd4902a6e66776af785d16fa9c89e,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_170_2208000169/Log/log_169_2023-8-9-07-59-50.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,11898882
unknown,[123458.],[0.7 0.3 0.2 0.2],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_171_2208000170,rfly_9c1a0a020273548fb988,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,94.0,test_info,9c1a0a020273548fb988ed876a705f5d778b9735c5a3d8e5409e596011a5052a,df98fc61ad6c18ddb463bf3bb3064fd968ad1d8923d78ab5e4d477649662e60e,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_171_2208000170/Log/log_170_2023-8-9-08-02-16.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,11560195
unknown,[123458.],[0.7 0.3 0.2 0.3],unknown,25.0,70.0,HIL-Load/velocity-load/TestCase_172_2208000171,rfly_8e3e9ccb66164aec0bca,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,25.0,70.0,98.0,test_info,8e3e9ccb66164aec0bcabcf18ba98ab717e054d92d2d7c1ec86da16026e1474e,beda4b86356fcf12ce007fd461e16d0b27e71b76c4d1aca3d261e5ca3290478d,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_172_2208000171/Log/log_171_2023-8-9-08-04-44.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,11918019
unknown,[123458.],[0.7 0.3 0.3 0.2],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_173_2208000172,rfly_90098f6bc15b1608e94a,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,99.0,test_info,90098f6bc15b1608e94a1e87516258e25b6689a58ab462249188dc42b9f5c224,16e6082e9e5c9673055072c39d823505df83e94530bb61c333b46d3ae1ead590,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_173_2208000172/Log/log_172_2023-8-9-08-07-12.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,12158242
unknown,[123458.],[0.7 0.3 0.3 0.3],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_174_2208000173,rfly_1bbb86ba5586b5a5dabd,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,96.0,test_info,1bbb86ba5586b5a5dabdd605ac42c357fecd40d440cd30f1b9cca5e9b11c5e6b,180642a3899b55d342ab4765e1cd16fd9b8bd83e022030d02e5d3e2b436287cf,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_174_2208000173/Log/log_173_2023-8-9-08-09-34.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,11624565
unknown,[123459.],[0.4  0.05],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_247_2209000246,rfly_ee1d38e5982aa41e6d38,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,91.0,test_info,ee1d38e5982aa41e6d3845be7ae41627bebf111eb9663b8307fec8fbc68c724a,84f9046f789974022d1ac12d699c2bd70a5c86d739c7f6acc62f9f3a357bcd50,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_247_2209000246/Log/log_24_2023-8-9-18-55-14.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,10695895
unknown,[123459.],[0.5  0.05],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_248_2209000247,rfly_bb6a4a93c6a91a89e90c,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,91.0,test_info,bb6a4a93c6a91a89e90c378f41e9c479703ac7d8e13b2c61eafdccdbaf4bdeaf,8d7e6312f1be62b2bffc8f05b072e3529454c86c7d06469bb7b6a55e2e4ba88a,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_248_2209000247/Log/log_25_2023-8-9-18-57-34.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,10929474
unknown,[123459.],[0.6  0.05],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_249_2209000248,rfly_c13054f62b0ccc99401b,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,90.0,test_info,c13054f62b0ccc99401b7ffc6748c96b559c69f16e55b069128ebd938ffd6c4c,bd8d11a0d4c5c018839ddbd9621bac946d822c609ae10a2e2e99e82602935f05,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_249_2209000248/Log/log_26_2023-8-9-18-59-50.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,10628027
unknown,[123459.],[0.7  0.05],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_250_2209000249,rfly_f9e887684baa88bdcada,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,90.0,test_info,f9e887684baa88bdcadad22c523d62f2a2353c59817cfb57e843f37a1a9d9207,e4ff987c0773ec23e5872f0f17577ed58d0261df0305f9554857cf665616115b,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_250_2209000249/Log/log_27_2023-8-9-19-02-08.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,10810181
unknown,[123459.],[0.8  0.05],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_251_2209000250,rfly_74869a09f32f7151c623,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,91.0,test_info,74869a09f32f7151c623ac61efa93ebb90fc0a7e761ec2bee7752ed9218daae2,c819382b3209bb39d314b7c69a775ce3be7ce35e39bf4ecce1785c4fe33e2b99,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_251_2209000250/Log/log_28_2023-8-9-19-04-26.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,10964265
unknown,[123459.],[0.4  0.05],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_252_2209000251,rfly_84d449b01b0ac3a77ad0,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,90.0,test_info,84d449b01b0ac3a77ad038b5a9f9b63abbeb5d68a12ecf060b73b71f1087aa4e,958b8b2c83fa3436bb5df54e3e363dd85f2c03863bc1d162744dc4192a439804,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_252_2209000251/Log/log_29_2023-8-9-19-06-42.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0013.parquet,10911743
unknown,[123459.],[0.5  0.05],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_253_2209000252,rfly_2036c8075d69d3aca3d3,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,91.0,test_info,2036c8075d69d3aca3d37b2faf9fa3efa213d3e9d01fc5b66d28d67ca5d23cb5,88207a4aea030c6f5f39bfd61fabf26109275d51a9c509462027070fc8ccac8e,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_253_2209000252/Log/log_30_2023-8-9-19-09-00.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0014.parquet,11011006
unknown,[123459.],[0.6  0.05],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_254_2209000253,rfly_0ee56eaa4ea90f50635b,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,90.0,test_info,0ee56eaa4ea90f50635b3e70872ef5b17c2553a582bc33a9a37c0764443c6bdb,fb271f7a9b20f5829dafadc9817c2c193c50fe6f1bcd5b9c55241588b6b110a5,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_254_2209000253/Log/log_31_2023-8-9-19-11-18.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0014.parquet,10980649
unknown,[123459.],[0.7  0.05],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_255_2209000254,rfly_f0c0f4c515b488a22abd,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,91.0,test_info,f0c0f4c515b488a22abd4bba315926eafe1b7effa7a242d1a9d707bfd0352bcc,dbc2c029caa45e43107e3ff29c9a5948b169deeff3b59ee2a27e3356831303f4,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_255_2209000254/Log/log_32_2023-8-9-19-13-36.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0014.parquet,10876065
unknown,[123459.],[0.8  0.05],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_256_2209000255,rfly_367df0e02888df411c4d,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,91.0,test_info,367df0e02888df411c4dada063210a80174e604be5b373fdc6fd2ed1eec16939,10208ed1ea9b9f23824238092ce2039b4af3970413cedbbe2470734646ec0028,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_256_2209000255/Log/log_33_2023-8-9-19-15-54.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0014.parquet,10734662
unknown,[123459.],[0.4  0.05],unknown,24.0,69.0,HIL-Load/velocity-load/TestCase_257_2209000256,rfly_94fecd78a9317e3f2910,xianglile/rflymad-hil,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,fault,Load,Load_Loss,True,None,fault_detection,24.0,69.0,90.0,test_info,94fecd78a9317e3f291001a3325c2d9dd87ecc580da519b9a8940c6ab3d03045,cf98f27c7fd9b92fc29e28b4bdbf83da81d1f9959b26d96a0f4a1670bbf9aa66,,provisional_testinfo_truth,simulation_scenario:HIL-Load/velocity-load,development,0,HIL-Load/velocity-load/TestCase_257_2209000256/Log/log_34_2023-8-9-19-18-12.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Load/batch_0014.parquet,10717462
