case_id,domain,fault_family,fault_subtype,evaluation_role,detected,alarm_events
HIL_Motor_1/hover-motor-3/TestCase_217_2000000216,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_218_2000000217,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_219_2000000218,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_220_2000000219,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_221_2000000220,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_222_2000000221,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_223_2000000222,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_224_2000000223,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_225_2000000224,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_226_2000000225,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_227_2000000226,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_228_2000000227,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_229_2000000228,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_230_2000000229,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_231_2000000230,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_232_2000000231,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_233_2000000232,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_234_2000000233,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_235_2000000234,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_236_2000000235,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_237_2000000236,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_238_2000000237,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_239_2000000238,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_240_2000000239,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_241_2000000240,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_242_2000000241,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_1/hover-motor-3/TestCase_243_2000000242,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_10_2400000009,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_11_2400000010,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_12_2400000011,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_13_2400000012,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_14_2400000013,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_15_2400000014,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_16_2400000015,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_17_2400000016,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_18_2400000017,HIL,Motor,Motor_2,fault_detection,False,1
HIL_Motor_2/acce-motor/TestCase_19_2400000018,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_1_2400000000,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_20_2400000019,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_21_2400000020,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_22_2400000021,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_23_2400000022,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_24_2400000023,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_25_2400000024,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_26_2400000025,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_27_2400000026,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_28_2400000027,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_29_2400000028,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_2_2400000001,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_30_2400000029,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_31_2400000030,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_32_2400000031,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_33_2400000032,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_34_2400000033,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_35_2400000034,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_36_2400000035,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_37_2400000036,HIL,Motor,Motor_2,fault_detection,False,1
HIL_Motor_2/acce-motor/TestCase_38_2400000037,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_39_2400000038,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_3_2400000002,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_40_2400000039,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_41_2400000040,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_42_2400000041,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_43_2400000042,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_44_2400000043,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_45_2400000044,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_46_2400000045,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_47_2400000046,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_48_2400000047,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_4_2400000003,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_5_2400000004,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_6_2400000005,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_7_2400000006,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_8_2400000007,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/acce-motor/TestCase_9_2400000008,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_10_2500000009,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_11_2500000010,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_12_2500000011,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_13_2500000012,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_14_2500000013,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_15_2500000014,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_16_2500000015,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_17_2500000016,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_18_2500000017,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_19_2500000018,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_1_2500000000,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_20_2500000019,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_21_2500000020,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_22_2500000021,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_23_2500000022,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_24_2500000023,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_25_2500000024,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_26_2500000025,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_27_2500000026,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_28_2500000027,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_29_2500000028,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_2_2500000001,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_30_2500000029,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_31_2500000030,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_32_2500000031,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_33_2500000032,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_34_2500000033,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_35_2500000034,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_36_2500000035,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_37_2500000036,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_38_2500000037,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_39_2500000038,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_3_2500000002,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_40_2500000039,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_41_2500000040,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_42_2500000041,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_43_2500000042,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_44_2500000043,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_45_2500000044,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_46_2500000045,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_47_2500000046,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_48_2500000047,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_4_2500000003,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_5_2500000004,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_6_2500000005,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_7_2500000006,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_8_2500000007,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/dece-motor/TestCase_9_2500000008,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_10_2200000009,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_11_2200000010,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_12_2200000011,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_13_2200000012,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_14_2200000013,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_15_2200000014,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_16_2200000015,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_17_2200000016,HIL,Motor,Motor_2,fault_detection,False,1
HIL_Motor_2/velocity-motor/TestCase_18_2200000017,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_19_2200000018,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_1_2200000000,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_20_2200000019,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_21_2200000020,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_22_2200000021,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_23_2200000022,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_24_2200000023,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_25_2200000024,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_26_2200000025,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_27_2200000026,HIL,Motor,Motor_2,fault_detection,False,1
HIL_Motor_2/velocity-motor/TestCase_28_2200000027,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_29_2200000028,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_2_2200000001,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_30_2200000029,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_31_2200000030,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_32_2200000031,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_33_2200000032,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_34_2200000033,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_35_2200000034,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_36_2200000035,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_37_2200000036,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_38_2200000037,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_39_2200000038,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_3_2200000002,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_40_2200000039,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_41_2200000040,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_42_2200000041,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_43_2200000042,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_44_2200000043,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_45_2200000044,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_46_2200000045,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_47_2200000046,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_48_2200000047,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_49_2200000048,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_4_2200000003,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_50_2200000049,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_51_2200000050,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_52_2200000051,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_53_2200000052,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_54_2200000053,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_55_2200000054,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_56_2200000055,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_57_2200000056,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_58_2200000057,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_59_2200000058,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_5_2200000004,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_60_2200000059,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_61_2200000060,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_62_2200000061,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_63_2200000062,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_64_2200000063,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_65_2200000064,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_66_2200000065,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_67_2200000066,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_68_2200000067,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_69_2200000068,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_6_2200000005,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_70_2200000069,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_71_2200000070,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_72_2200000071,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_73_2200000072,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_74_2200000073,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_75_2200000074,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_76_2200000075,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_77_2200000076,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_78_2200000077,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_79_2200000078,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_7_2200000006,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_80_2200000079,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_81_2200000080,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_82_2200000081,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_83_2200000082,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_84_2200000083,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_85_2200000084,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_86_2200000085,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_87_2200000086,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_88_2200000087,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_89_2200000088,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_8_2200000007,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_90_2200000089,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_91_2200000090,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_92_2200000091,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_93_2200000092,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_94_2200000093,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_95_2200000094,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_96_2200000095,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/velocity-motor/TestCase_9_2200000008,HIL,Motor,Motor_2,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_10_2100000009,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_11_2100000010,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_12_2100000011,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_13_2100000012,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_14_2100000013,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_15_2100000014,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_16_2100000015,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_17_2100000016,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_18_2100000017,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_19_2100000018,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_1_2100000000,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_20_2100000019,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_21_2100000020,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_22_2100000021,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_23_2100000022,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_24_2100000023,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_25_2100000024,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_26_2100000025,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_27_2100000026,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_28_2100000027,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_29_2100000028,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_2_2100000001,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_30_2100000029,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_31_2100000030,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_32_2100000031,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_33_2100000032,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_34_2100000033,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_35_2100000034,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_36_2100000035,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_37_2100000036,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_38_2100000037,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_39_2100000038,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_3_2100000002,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_40_2100000039,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_41_2100000040,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_42_2100000041,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_43_2100000042,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_44_2100000043,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_45_2100000044,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_46_2100000045,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_47_2100000046,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_48_2100000047,HIL,Motor,Motor_1,fault_detection,False,0
HIL_Motor_2/waypoint-motor-1/TestCase_49_2100000048,HIL,Motor,Motor_1,fault_detection,False,0
